city,date,hoyr,aqi,air_quality_level,pm25
邯郸,2018-11-01,,161.0,中度污染,121.0
邯郸,2018-11-02,,124.0,轻度污染,90.0
邯郸,2018-11-03,,101.0,轻度污染,74.0
邯郸,2018-11-04,,148.0,轻度污染,111.0
邯郸,2018-11-05,,55.0,良,30.0
邯郸,2018-11-06,,70.0,良,40.0
邯郸,2018-11-07,,75.0,良,38.0
邯郸,2018-11-08,,65.0,良,34.0
邯郸,2018-11-09,,113.0,轻度污染,81.0
邯郸,2018-11-10,,123.0,轻度污染,85.0
邯郸,2018-11-11,,85.0,良,52.0
邯郸,2018-11-12,,160.0,中度污染,120.0
邯郸,2018-11-13,,169.0,中度污染,128.0
邯郸,2018-11-14,,181.0,中度污染,137.0
邯郸,2018-11-15,,220.0,重度污染,174.0
邯郸,2018-11-16,,68.0,良,37.0
邯郸,2018-11-17,,71.0,良,44.0
邯郸,2018-11-18,,85.0,良,51.0
邯郸,2018-11-19,,94.0,良,59.0
邯郸,2018-11-20,,126.0,轻度污染,90.0
邯郸,2018-11-21,,117.0,轻度污染,79.0
邯郸,2018-11-22,,99.0,良,66.0
邯郸,2018-11-23,,176.0,中度污染,133.0
邯郸,2018-11-24,,185.0,中度污染,141.0
邯郸,2018-11-25,,272.0,重度污染,221.0
邯郸,2018-11-26,,299.0,重度污染,248.0
邯郸,2018-11-27,,389.0,严重污染,207.0
邯郸,2018-11-28,,222.0,重度污染,99.0
邯郸,2018-11-29,,183.0,中度污染,83.0
邯郸,2018-11-30,,210.0,重度污染,114.0
邯郸,2018-12-01,,246.0,重度污染,164.0
邯郸,2018-12-02,,237.0,重度污染,187.0
邯郸,2018-12-03,,243.0,重度污染,141.0
邯郸,2018-12-04,,146.0,轻度污染,52.0
邯郸,2018-12-05,,110.0,轻度污染,54.0
邯郸,2018-12-06,,98.0,良,62.0
邯郸,2018-12-07,,58.0,良,24.0
邯郸,2018-12-08,,77.0,良,47.0
邯郸,2018-12-09,,85.0,良,58.0
邯郸,2018-12-10,,169.0,中度污染,127.0
邯郸,2018-12-11,,150.0,轻度污染,112.0
邯郸,2018-12-12,,163.0,中度污染,124.0
邯郸,2018-12-13,,129.0,轻度污染,96.0
邯郸,2018-12-14,,107.0,轻度污染,77.0
邯郸,2018-12-15,,217.0,重度污染,166.0
邯郸,2018-12-16,,181.0,中度污染,140.0
邯郸,2018-12-17,,100.0,良,60.0
邯郸,2018-12-18,,124.0,轻度污染,91.0
邯郸,2018-12-19,,179.0,中度污染,136.0
邯郸,2018-12-20,,180.0,中度污染,135.0
邯郸,2018-12-21,,163.0,中度污染,123.0
邯郸,2018-12-28,,66.0,良,35.0
邯郸,2018-12-29,,100.0,良,69.0
邯郸,2018-12-30,,106.0,轻度污染,76.0
邯郸,2018-12-31,,78.0,良,54.0
保定,2019-01-01,,141.0,轻度污染,106.0
保定,2019-01-02,,244.0,重度污染,194.0
保定,2019-01-03,,244.0,重度污染,193.0
保定,2019-01-04,,158.0,中度污染,119.0
保定,2019-01-05,,133.0,轻度污染,98.0
保定,2019-01-06,,179.0,中度污染,137.0
保定,2019-01-07,,221.0,重度污染,171.0
保定,2019-01-08,,176.0,中度污染,137.0
保定,2019-01-09,,118.0,轻度污染,87.0
保定,2019-01-10,,202.0,重度污染,156.0
保定,2019-01-11,,310.0,严重污染,259.0
保定,2019-01-12,,430.0,严重污染,400.0
保定,2019-01-13,,302.0,严重污染,251.0
保定,2019-01-14,,375.0,严重污染,328.0
保定,2019-01-15,,66.0,良,23.0
保定,2019-01-16,,102.0,轻度污染,74.0
保定,2019-01-17,,158.0,中度污染,119.0
保定,2019-01-18,,216.0,重度污染,166.0
保定,2019-01-19,,90.0,良,58.0
保定,2019-01-20,,97.0,良,69.0
保定,2019-01-21,,77.0,良,49.0
保定,2019-01-22,,130.0,轻度污染,94.0
保定,2019-01-23,,106.0,轻度污染,77.0
保定,2019-01-24,,99.0,良,73.0
保定,2019-01-25,,89.0,良,63.0
保定,2019-01-26,,147.0,轻度污染,110.0
保定,2019-01-27,,195.0,中度污染,149.0
保定,2019-01-28,,190.0,中度污染,149.0
保定,2019-01-29,,208.0,重度污染,161.0
保定,2019-01-30,,168.0,中度污染,116.0
保定,2019-01-31,,51.0,良,26.0
保定,2019-02-01,,94.0,良,61.0
保定,2019-02-02,,159.0,中度污染,119.0
保定,2019-02-03,,171.0,中度污染,116.0
保定,2019-02-04,,119.0,轻度污染,71.0
保定,2019-02-05,,168.0,中度污染,128.0
保定,2019-02-06,,91.0,良,64.0
保定,2019-02-07,,65.0,良,39.0
保定,2019-02-08,,61.0,良,39.0
保定,2019-02-09,,64.0,良,44.0
保定,2019-02-10,,98.0,良,72.0
保定,2019-02-11,,176.0,中度污染,133.0
保定,2019-02-12,,111.0,轻度污染,81.0
保定,2019-02-13,,60.0,良,41.0
保定,2019-02-14,,79.0,良,57.0
保定,2019-02-15,,103.0,轻度污染,74.0
保定,2019-02-16,,60.0,良,42.0
保定,2019-02-17,,124.0,轻度污染,93.0
保定,2019-02-18,,157.0,中度污染,119.0
保定,2019-02-19,,220.0,重度污染,171.0
保定,2019-02-20,,315.0,严重污染,264.0
保定,2019-02-21,,293.0,重度污染,242.0
保定,2019-02-22,,335.0,严重污染,284.0
保定,2019-02-23,,298.0,重度污染,247.0
保定,2019-02-24,,245.0,重度污染,199.0
保定,2019-02-25,,113.0,轻度污染,84.0
保定,2019-02-26,,68.0,良,45.0
保定,2019-02-27,,101.0,轻度污染,74.0
保定,2019-02-28,,232.0,重度污染,184.0
保定,2019-03-01,,299.0,重度污染,248.0
保定,2019-03-02,,226.0,重度污染,179.0
保定,2019-03-03,,174.0,中度污染,132.0
保定,2019-03-04,,179.0,中度污染,136.0
保定,2019-03-05,,139.0,轻度污染,100.0
保定,2019-03-06,,49.0,优,17.0
保定,2019-03-07,,67.0,良,40.0
保定,2019-03-08,,89.0,良,61.0
保定,2019-03-09,,86.0,良,63.0
保定,2019-03-10,,124.0,轻度污染,92.0
保定,2019-03-11,,72.0,良,42.0
保定,2019-03-12,,44.0,优,12.0
保定,2019-03-13,,45.0,优,17.0
保定,2019-03-14,,48.0,优,22.0
保定,2019-03-15,,51.0,良,17.0
保定,2019-03-16,,67.0,良,37.0
保定,2019-03-17,,78.0,良,49.0
保定,2019-03-18,,104.0,轻度污染,75.0
保定,2019-03-19,,104.0,轻度污染,71.0
保定,2019-03-20,,76.0,良,52.0
保定,2019-03-21,,47.0,优,15.0
保定,2019-03-22,,47.0,优,19.0
保定,2019-03-23,,46.0,优,14.0
保定,2019-03-24,,70.0,良,34.0
保定,2019-03-25,,70.0,良,38.0
保定,2019-03-26,,81.0,良,49.0
保定,2019-03-27,,123.0,轻度污染,82.0
保定,2019-03-28,,47.0,优,19.0
保定,2019-03-29,,62.0,良,25.0
保定,2019-03-30,,43.0,优,11.0
保定,2019-03-31,,50.0,优,21.0
保定,2019-04-01,,55.0,良,27.0
保定,2019-04-02,,65.0,良,35.0
保定,2019-04-03,,77.0,良,48.0
保定,2019-04-04,,118.0,轻度污染,83.0
保定,2019-04-05,,176.0,中度污染,42.0
保定,2019-04-06,,100.0,良,26.0
保定,2019-04-07,,76.0,良,37.0
保定,2019-04-08,,61.0,良,25.0
保定,2019-04-09,,40.0,优,22.0
保定,2019-04-10,,60.0,良,39.0
保定,2019-04-11,,62.0,良,39.0
保定,2019-04-12,,88.0,良,63.0
保定,2019-04-13,,110.0,轻度污染,80.0
保定,2019-04-14,,58.0,良,17.0
保定,2019-04-15,,72.0,良,34.0
保定,2019-04-16,,84.0,良,50.0
保定,2019-04-17,,97.0,良,59.0
保定,2019-04-18,,150.0,轻度污染,43.0
保定,2019-04-19,,51.0,良,16.0
保定,2019-04-20,,57.0,良,30.0
保定,2019-04-21,,89.0,良,62.0
保定,2019-04-22,,114.0,轻度污染,81.0
保定,2019-04-23,,86.0,良,63.0
保定,2019-04-24,,61.0,良,41.0
保定,2019-04-25,,40.0,优,13.0
保定,2019-04-26,,49.0,优,21.0
保定,2019-04-27,,54.0,良,32.0
保定,2019-04-28,,59.0,良,41.0
保定,2019-04-29,,121.0,轻度污染,91.0
保定,2019-04-30,,108.0,轻度污染,55.0
保定,2019-05-01,,49.0,优,13.0
保定,2019-05-02,,70.0,良,27.0
保定,2019-05-03,,91.0,良,39.0
保定,2019-05-04,,95.0,良,43.0
保定,2019-05-05,,89.0,良,38.0
保定,2019-05-06,,61.0,良,19.0
保定,2019-05-07,,65.0,良,29.0
保定,2019-05-08,,86.0,良,53.0
保定,2019-05-09,,76.0,良,40.0
保定,2019-05-10,,97.0,良,47.0
保定,2019-05-11,,94.0,良,42.0
保定,2019-05-12,,95.0,良,54.0
保定,2019-05-13,,60.0,良,15.0
保定,2019-05-14,,83.0,良,38.0
保定,2019-05-15,,121.0,轻度污染,55.0
保定,2019-05-16,,88.0,良,45.0
保定,2019-05-17,,104.0,轻度污染,55.0
保定,2019-05-18,,59.0,良,33.0
保定,2019-05-19,,70.0,良,24.0
保定,2019-05-20,,47.0,优,10.0
保定,2019-05-21,,62.0,良,19.0
保定,2019-05-22,,78.0,良,22.0
保定,2019-05-23,,114.0,轻度污染,27.0
保定,2019-05-24,,86.0,良,26.0
保定,2019-05-25,,118.0,轻度污染,45.0
保定,2019-05-26,,65.0,良,37.0
保定,2019-05-27,,47.0,优,10.0
保定,2019-05-28,,64.0,良,15.0
保定,2019-05-29,,98.0,良,25.0
保定,2019-05-30,,80.0,良,19.0
保定,2019-05-31,,52.0,良,13.0
保定,2019-06-01,,81.0,良,27.0
保定,2019-06-02,,110.0,轻度污染,44.0
保定,2019-06-03,,92.0,良,26.0
保定,2019-06-04,,82.0,良,40.0
保定,2019-06-05,,73.0,良,48.0
保定,2019-06-06,,55.0,良,32.0
保定,2019-06-07,,86.0,良,50.0
保定,2019-06-08,,87.0,良,34.0
保定,2019-06-09,,55.0,良,12.0
保定,2019-06-10,,72.0,良,18.0
保定,2019-06-11,,76.0,良,36.0
保定,2019-06-14,,69.0,良,34.0
保定,2019-06-15,,82.0,良,38.0
保定,2019-06-17,,57.0,良,23.0
保定,2019-06-18,,90.0,良,45.0
保定,2019-06-19,,87.0,良,55.0
保定,2019-06-20,,89.0,良,51.0
保定,2019-06-25,,115.0,轻度污染,35.0
保定,2019-06-26,,121.0,轻度污染,39.0
保定,2019-06-27,,115.0,轻度污染,41.0
保定,2019-06-28,,110.0,轻度污染,38.0
保定,2019-06-29,,88.0,良,45.0
保定,2019-06-30,,54.0,良,11.0
保定,2019-07-01,,67.0,良,15.0
保定,2019-07-02,,93.0,良,25.0
保定,2019-07-03,,97.0,良,29.0
保定,2019-07-04,,124.0,轻度污染,38.0
保定,2019-07-05,,91.0,良,30.0
保定,2019-07-06,,46.0,优,25.0
保定,2019-07-07,,46.0,优,18.0
保定,2019-07-12,,78.0,良,38.0
保定,2019-07-13,,92.0,良,41.0
保定,2019-07-14,,70.0,良,26.0
保定,2019-07-15,,86.0,良,40.0
保定,2019-07-16,,67.0,良,33.0
保定,2019-07-17,,60.0,良,39.0
保定,2019-07-18,,85.0,良,57.0
保定,2019-07-19,,98.0,良,69.0
保定,2019-07-20,,66.0,良,45.0
保定,2019-07-21,,90.0,良,58.0
保定,2019-07-22,,71.0,良,52.0
保定,2019-07-23,,46.0,优,22.0
保定,2019-07-24,,69.0,良,32.0
保定,2019-07-25,,56.0,良,26.0
保定,2019-07-26,,78.0,良,36.0
保定,2019-08-06,,56.0,良,31.0
保定,2019-08-07,,55.0,良,26.0
保定,2019-08-08,,67.0,良,40.0
保定,2019-08-09,,62.0,良,36.0
保定,2019-08-10,,51.0,良,29.0
保定,2019-08-11,,40.0,优,25.0
保定,2019-08-21,,67.0,良,40.0
保定,2019-08-22,,49.0,优,23.0
保定,2019-08-23,,49.0,优,21.0
保定,2019-08-24,,48.0,优,23.0
保定,2019-08-25,,59.0,良,33.0
保定,2019-08-26,,89.0,良,66.0
保定,2019-08-27,,64.0,良,41.0
保定,2019-08-28,,38.0,优,13.0
保定,2019-09-01,,59.0,良,24.0
保定,2019-09-02,,81.0,良,37.0
保定,2019-09-03,,86.0,良,48.0
保定,2019-09-04,,73.0,良,42.0
保定,2019-09-05,,70.0,良,34.0
保定,2019-09-06,,84.0,良,46.0
保定,2019-09-07,,81.0,良,42.0
保定,2019-09-08,,92.0,良,44.0
保定,2019-09-09,,92.0,良,57.0
保定,2019-09-10,,42.0,优,29.0
保定,2019-09-11,,33.0,优,18.0
保定,2019-09-12,,41.0,优,21.0
保定,2019-09-13,,42.0,优,28.0
保定,2019-09-14,,39.0,优,19.0
保定,2019-09-15,,53.0,良,25.0
保定,2019-09-16,,56.0,良,31.0
保定,2019-09-17,,74.0,良,46.0
保定,2019-09-18,,63.0,良,31.0
保定,2019-09-19,,56.0,良,21.0
保定,2019-09-20,,71.0,良,39.0
保定,2019-09-21,,102.0,轻度污染,64.0
保定,2019-09-22,,105.0,轻度污染,69.0
保定,2019-09-23,,104.0,轻度污染,66.0
保定,2019-09-24,,66.0,良,29.0
保定,2019-09-25,,64.0,良,24.0
保定,2019-09-26,,75.0,良,40.0
保定,2019-09-27,,66.0,良,32.0
保定,2019-09-28,,73.0,良,40.0
保定,2019-09-29,,89.0,良,55.0
保定,2019-09-30,,85.0,良,52.0
保定,2019-10-01,,68.0,良,40.0
保定,2019-10-02,,78.0,良,45.0
保定,2019-10-03,,98.0,良,60.0
保定,2019-10-04,,41.0,优,29.0
保定,2019-10-05,,25.0,优,14.0
保定,2019-10-06,,50.0,优,31.0
保定,2019-10-07,,61.0,良,42.0
保定,2019-10-08,,39.0,优,20.0
保定,2019-10-09,,64.0,良,38.0
保定,2019-10-10,,55.0,良,39.0
保定,2019-10-11,,72.0,良,49.0
保定,2019-10-12,,55.0,良,26.0
保定,2019-10-13,,55.0,良,28.0
保定,2019-10-14,,37.0,优,24.0
保定,2019-10-15,,58.0,良,35.0
保定,2019-10-16,,56.0,良,37.0
保定,2019-10-17,,76.0,良,55.0
保定,2019-10-18,,99.0,良,73.0
保定,2019-10-19,,162.0,中度污染,124.0
保定,2019-10-20,,155.0,中度污染,109.0
保定,2019-10-21,,74.0,良,39.0
保定,2019-10-22,,84.0,良,49.0
保定,2019-10-23,,107.0,轻度污染,75.0
保定,2019-10-24,,136.0,轻度污染,103.0
保定,2019-10-25,,31.0,优,17.0
保定,2019-10-26,,62.0,良,35.0
保定,2019-10-27,,81.0,良,52.0
保定,2019-10-28,,107.0,轻度污染,35.0
保定,2019-10-29,,85.0,良,35.0
保定,2019-10-30,,116.0,轻度污染,69.0
保定,2019-10-31,,91.0,良,56.0
保定,2019-11-01,,85.0,良,55.0
保定,2019-11-02,,48.0,优,20.0
保定,2019-11-03,,62.0,良,41.0
保定,2019-11-04,,70.0,良,51.0
保定,2019-11-05,,99.0,良,73.0
保定,2019-11-06,,80.0,良,54.0
保定,2019-11-07,,73.0,良,44.0
保定,2019-11-08,,92.0,良,62.0
保定,2019-11-09,,168.0,中度污染,129.0
保定,2019-11-10,,73.0,良,34.0
保定,2019-11-11,,65.0,良,28.0
保定,2019-11-12,,86.0,良,53.0
保定,2019-11-13,,67.0,良,19.0
保定,2019-11-14,,61.0,良,29.0
保定,2019-11-15,,84.0,良,53.0
保定,2019-11-16,,66.0,良,40.0
保定,2019-11-17,,105.0,轻度污染,51.0
保定,2019-11-18,,74.0,良,24.0
保定,2019-11-19,,102.0,轻度污染,46.0
保定,2019-11-20,,128.0,轻度污染,86.0
保定,2019-11-21,,120.0,轻度污染,88.0
保定,2019-11-22,,147.0,轻度污染,111.0
保定,2019-11-23,,177.0,中度污染,133.0
保定,2019-11-24,,70.0,良,46.0
保定,2019-11-25,,40.0,优,20.0
保定,2019-11-26,,95.0,良,70.0
保定,2019-11-27,,54.0,良,32.0
保定,2019-11-28,,62.0,良,39.0
保定,2019-11-29,,103.0,轻度污染,76.0
保定,2019-11-30,,133.0,轻度污染,100.0
保定,2019-12-01,,133.0,轻度污染,100.0
保定,2019-12-02,,31.0,优,16.0
保定,2019-12-03,,52.0,良,26.0
保定,2019-12-04,,57.0,良,34.0
保定,2019-12-05,,60.0,良,40.0
保定,2019-12-06,,84.0,良,62.0
保定,2019-12-07,,148.0,轻度污染,114.0
保定,2019-12-08,,178.0,中度污染,134.0
保定,2019-12-09,,197.0,中度污染,150.0
保定,2019-12-10,,218.0,重度污染,169.0
保定,2019-12-11,,122.0,轻度污染,87.0
保定,2019-12-12,,62.0,良,39.0
保定,2019-12-13,,89.0,良,63.0
保定,2019-12-14,,70.0,良,49.0
保定,2019-12-15,,95.0,良,71.0
保定,2019-12-16,,99.0,良,74.0
保定,2019-12-17,,81.0,良,59.0
保定,2019-12-18,,49.0,优,34.0
保定,2019-12-19,,58.0,良,39.0
保定,2019-12-20,,52.0,良,35.0
保定,2019-12-21,,74.0,良,53.0
保定,2019-12-22,,130.0,轻度污染,99.0
保定,2019-12-23,,155.0,中度污染,118.0
保定,2019-12-24,,113.0,轻度污染,85.0
保定,2019-12-25,,137.0,轻度污染,104.0
保定,2019-12-26,,110.0,轻度污染,74.0
保定,2019-12-27,,96.0,良,62.0
保定,2019-12-28,,103.0,轻度污染,74.0
保定,2019-12-29,,151.0,中度污染,113.0
保定,2019-12-30,,45.0,优,19.0
保定,2019-12-31,,61.0,良,34.0
北京,2019-01-01,,53.0,良,35.0
北京,2019-01-02,,65.0,良,45.0
北京,2019-01-03,,163.0,中度污染,123.0
北京,2019-01-04,,49.0,优,22.0
北京,2019-01-05,,31.0,优,13.0
北京,2019-01-06,,85.0,良,60.0
北京,2019-01-07,,57.0,良,34.0
北京,2019-01-08,,31.0,优,9.0
北京,2019-01-09,,59.0,良,37.0
北京,2019-01-10,,104.0,轻度污染,77.0
北京,2019-01-11,,136.0,轻度污染,103.0
北京,2019-01-12,,241.0,重度污染,199.0
北京,2019-01-13,,159.0,中度污染,130.0
北京,2019-01-14,,154.0,中度污染,106.0
北京,2019-01-15,,54.0,良,7.0
北京,2019-01-16,,60.0,良,35.0
北京,2019-01-17,,66.0,良,42.0
北京,2019-01-18,,86.0,良,63.0
北京,2019-01-19,,34.0,优,11.0
北京,2019-01-20,,34.0,优,9.0
北京,2019-01-21,,53.0,良,22.0
北京,2019-01-22,,60.0,良,26.0
北京,2019-01-23,,47.0,优,22.0
北京,2019-01-24,,80.0,良,58.0
北京,2019-01-25,,35.0,优,11.0
北京,2019-01-26,,35.0,优,21.0
北京,2019-01-27,,90.0,良,50.0
北京,2019-01-28,,52.0,良,29.0
北京,2019-01-29,,135.0,轻度污染,102.0
北京,2019-01-30,,74.0,良,31.0
北京,2019-01-31,,33.0,优,11.0
北京,2019-02-01,,67.0,良,40.0
北京,2019-02-02,,138.0,轻度污染,103.0
北京,2019-02-03,,115.0,轻度污染,43.0
北京,2019-02-04,,77.0,良,41.0
北京,2019-02-05,,153.0,中度污染,97.0
北京,2019-02-06,,83.0,良,55.0
北京,2019-02-07,,35.0,优,7.0
北京,2019-02-08,,43.0,优,24.0
北京,2019-02-09,,31.0,优,8.0
北京,2019-02-10,,39.0,优,24.0
北京,2019-02-11,,55.0,良,36.0
北京,2019-02-12,,49.0,优,28.0
北京,2019-02-13,,39.0,优,21.0
北京,2019-02-14,,70.0,良,50.0
北京,2019-02-15,,35.0,优,10.0
北京,2019-02-16,,32.0,优,7.0
北京,2019-02-17,,33.0,优,12.0
北京,2019-02-18,,42.0,优,28.0
北京,2019-02-19,,115.0,轻度污染,86.0
北京,2019-02-20,,58.0,良,38.0
北京,2019-02-21,,120.0,轻度污染,90.0
北京,2019-02-22,,131.0,轻度污染,100.0
北京,2019-02-23,,168.0,中度污染,128.0
北京,2019-02-24,,110.0,轻度污染,80.0
北京,2019-02-25,,70.0,良,49.0
北京,2019-02-26,,71.0,良,50.0
北京,2019-02-27,,118.0,轻度污染,89.0
北京,2019-02-28,,106.0,轻度污染,75.0
北京,2019-03-01,,150.0,轻度污染,114.0
北京,2019-03-02,,235.0,重度污染,185.0
北京,2019-03-03,,212.0,重度污染,161.0
北京,2019-03-04,,141.0,轻度污染,106.0
北京,2019-03-05,,126.0,轻度污染,85.0
北京,2019-03-06,,37.0,优,7.0
北京,2019-03-07,,37.0,优,17.0
北京,2019-03-08,,81.0,良,56.0
北京,2019-03-09,,111.0,轻度污染,83.0
北京,2019-03-10,,144.0,轻度污染,109.0
北京,2019-03-11,,51.0,良,24.0
北京,2019-03-12,,36.0,优,4.0
北京,2019-03-13,,34.0,优,7.0
北京,2019-03-14,,39.0,优,6.0
北京,2019-03-15,,50.0,优,9.0
北京,2019-03-16,,56.0,良,22.0
北京,2019-03-17,,75.0,良,46.0
北京,2019-03-18,,130.0,轻度污染,98.0
北京,2019-03-19,,168.0,中度污染,126.0
北京,2019-03-20,,93.0,良,65.0
北京,2019-03-21,,38.0,优,5.0
北京,2019-03-22,,35.0,优,7.0
北京,2019-03-23,,41.0,优,10.0
北京,2019-03-24,,68.0,良,34.0
北京,2019-03-25,,54.0,良,22.0
北京,2019-03-26,,84.0,良,43.0
北京,2019-03-27,,103.0,轻度污染,66.0
北京,2019-03-28,,59.0,良,24.0
北京,2019-03-29,,73.0,良,22.0
北京,2019-03-30,,36.0,优,4.0
北京,2019-03-31,,33.0,优,8.0
北京,2019-04-01,,39.0,优,11.0
北京,2019-04-02,,57.0,良,27.0
北京,2019-04-03,,80.0,良,56.0
北京,2019-04-04,,106.0,轻度污染,70.0
北京,2019-04-05,,210.0,重度污染,38.0
北京,2019-04-06,,137.0,轻度污染,39.0
北京,2019-04-07,,76.0,良,39.0
北京,2019-04-08,,62.0,良,31.0
北京,2019-04-09,,38.0,优,22.0
北京,2019-04-10,,44.0,优,24.0
北京,2019-04-11,,64.0,良,45.0
北京,2019-04-12,,82.0,良,59.0
北京,2019-04-13,,118.0,轻度污染,82.0
北京,2019-04-14,,56.0,良,16.0
北京,2019-04-15,,76.0,良,43.0
北京,2019-04-16,,98.0,良,68.0
北京,2019-04-17,,141.0,轻度污染,106.0
北京,2019-04-18,,124.0,轻度污染,40.0
北京,2019-04-19,,62.0,良,20.0
北京,2019-04-20,,56.0,良,36.0
北京,2019-04-21,,112.0,轻度污染,59.0
北京,2019-04-22,,127.0,轻度污染,92.0
北京,2019-04-23,,127.0,轻度污染,95.0
北京,2019-04-24,,66.0,良,45.0
北京,2019-04-25,,38.0,优,8.0
北京,2019-04-26,,44.0,优,18.0
北京,2019-04-27,,56.0,良,37.0
北京,2019-04-28,,64.0,良,46.0
北京,2019-04-29,,135.0,轻度污染,101.0
北京,2019-04-30,,94.0,良,38.0
北京,2019-05-01,,42.0,优,12.0
北京,2019-05-02,,59.0,良,22.0
北京,2019-05-03,,82.0,良,50.0
北京,2019-05-04,,90.0,良,49.0
北京,2019-05-05,,56.0,良,21.0
北京,2019-05-06,,43.0,优,17.0
北京,2019-05-07,,52.0,良,22.0
北京,2019-05-08,,68.0,良,43.0
北京,2019-05-09,,66.0,良,37.0
北京,2019-05-10,,94.0,良,51.0
北京,2019-05-11,,117.0,轻度污染,70.0
北京,2019-05-12,,166.0,中度污染,87.0
北京,2019-05-13,,58.0,良,18.0
北京,2019-05-14,,85.0,良,52.0
北京,2019-05-15,,133.0,轻度污染,94.0
北京,2019-05-16,,111.0,轻度污染,68.0
北京,2019-05-17,,124.0,轻度污染,83.0
北京,2019-05-18,,56.0,良,36.0
北京,2019-05-19,,64.0,良,30.0
北京,2019-05-20,,48.0,优,12.0
北京,2019-05-21,,44.0,优,12.0
北京,2019-05-22,,58.0,良,19.0
北京,2019-05-23,,105.0,轻度污染,26.0
北京,2019-05-24,,99.0,良,44.0
北京,2019-05-25,,115.0,轻度污染,47.0
北京,2019-05-26,,65.0,良,36.0
北京,2019-05-27,,44.0,优,5.0
北京,2019-05-28,,46.0,优,11.0
北京,2019-05-29,,74.0,良,20.0
北京,2019-05-30,,60.0,良,19.0
北京,2019-05-31,,37.0,优,9.0
北京,2019-06-01,,72.0,良,28.0
北京,2019-06-02,,94.0,良,45.0
北京,2019-06-03,,75.0,良,26.0
北京,2019-06-04,,87.0,良,59.0
北京,2019-06-05,,73.0,良,45.0
北京,2019-06-06,,74.0,良,51.0
北京,2019-06-07,,88.0,良,58.0
北京,2019-06-08,,70.0,良,34.0
北京,2019-06-09,,40.0,优,5.0
北京,2019-06-10,,68.0,良,26.0
北京,2019-06-11,,79.0,良,49.0
北京,2019-06-14,,47.0,优,14.0
北京,2019-06-15,,59.0,良,21.0
北京,2019-06-17,,73.0,良,49.0
北京,2019-06-18,,104.0,轻度污染,61.0
北京,2019-06-19,,105.0,轻度污染,73.0
北京,2019-06-20,,102.0,轻度污染,61.0
北京,2019-06-25,,118.0,轻度污染,46.0
北京,2019-06-26,,107.0,轻度污染,42.0
北京,2019-06-27,,105.0,轻度污染,47.0
北京,2019-06-28,,72.0,良,25.0
北京,2019-06-29,,52.0,良,14.0
北京,2019-06-30,,36.0,优,4.0
北京,2019-07-01,,41.0,优,8.0
北京,2019-07-02,,76.0,良,22.0
北京,2019-07-03,,69.0,良,21.0
北京,2019-07-04,,107.0,轻度污染,29.0
北京,2019-07-05,,62.0,良,27.0
北京,2019-07-06,,24.0,优,7.0
北京,2019-07-07,,35.0,优,11.0
北京,2019-07-12,,62.0,良,24.0
北京,2019-07-13,,89.0,良,57.0
北京,2019-07-14,,46.0,优,15.0
北京,2019-07-15,,91.0,良,53.0
北京,2019-07-16,,61.0,良,37.0
北京,2019-07-17,,60.0,良,43.0
北京,2019-07-18,,90.0,良,65.0
北京,2019-07-19,,79.0,良,57.0
北京,2019-07-20,,78.0,良,57.0
北京,2019-07-21,,101.0,轻度污染,65.0
北京,2019-07-22,,105.0,轻度污染,78.0
北京,2019-07-23,,51.0,良,25.0
北京,2019-07-24,,60.0,良,33.0
北京,2019-07-25,,53.0,良,23.0
北京,2019-07-26,,72.0,良,36.0
北京,2019-08-06,,68.0,良,44.0
北京,2019-08-07,,55.0,良,17.0
北京,2019-08-08,,73.0,良,30.0
北京,2019-08-09,,71.0,良,41.0
北京,2019-08-10,,39.0,优,21.0
北京,2019-08-11,,25.0,优,14.0
北京,2019-08-21,,48.0,优,30.0
北京,2019-08-22,,34.0,优,13.0
北京,2019-08-23,,33.0,优,10.0
北京,2019-08-24,,49.0,优,14.0
北京,2019-08-25,,52.0,良,23.0
北京,2019-08-26,,99.0,良,74.0
北京,2019-08-27,,52.0,良,31.0
北京,2019-08-28,,26.0,优,4.0
北京,2019-09-01,,54.0,良,19.0
北京,2019-09-02,,66.0,良,24.0
北京,2019-09-03,,86.0,良,47.0
北京,2019-09-04,,87.0,良,53.0
北京,2019-09-05,,81.0,良,44.0
北京,2019-09-06,,87.0,良,47.0
北京,2019-09-07,,87.0,良,45.0
北京,2019-09-08,,70.0,良,33.0
北京,2019-09-09,,93.0,良,66.0
北京,2019-09-10,,19.0,优,9.0
北京,2019-09-11,,27.0,优,15.0
北京,2019-09-12,,30.0,优,18.0
北京,2019-09-13,,39.0,优,22.0
北京,2019-09-14,,28.0,优,11.0
北京,2019-09-15,,49.0,优,26.0
北京,2019-09-16,,43.0,优,17.0
北京,2019-09-17,,54.0,良,29.0
北京,2019-09-18,,27.0,优,5.0
北京,2019-09-19,,54.0,良,22.0
北京,2019-09-20,,60.0,良,36.0
北京,2019-09-21,,85.0,良,57.0
北京,2019-09-22,,108.0,轻度污染,78.0
北京,2019-09-23,,52.0,良,30.0
北京,2019-09-24,,37.0,优,11.0
北京,2019-09-25,,55.0,良,22.0
北京,2019-09-26,,64.0,良,33.0
北京,2019-09-27,,77.0,良,52.0
北京,2019-09-28,,83.0,良,56.0
北京,2019-09-29,,86.0,良,57.0
北京,2019-09-30,,97.0,良,71.0
