城市,日期,AQI,PM2.5,year,month,day,weekday,pm25_lag_1,pm25_lag_3,pm25_roll_7_mean
保定,2016-12-01,102.0,75.0,2016,12,1,3,117.0,92.0,160.85714285714286
保定,2016-12-02,206.0,161.0,2016,12,2,4,75.0,135.0,144.28571428571428
保定,2016-12-03,332.0,286.0,2016,12,3,5,161.0,117.0,146.85714285714286
保定,2016-12-04,375.0,329.0,2016,12,4,6,286.0,75.0,170.71428571428572
保定,2016-12-05,135.0,104.0,2016,12,5,0,329.0,161.0,172.42857142857142
保定,2016-12-06,196.0,151.0,2016,12,6,1,104.0,286.0,174.71428571428572
保定,2016-12-07,186.0,142.0,2016,12,7,2,151.0,329.0,178.28571428571428
保定,2016-12-08,213.0,168.0,2016,12,8,3,142.0,104.0,191.57142857142858
保定,2016-12-09,45.0,28.0,2016,12,9,4,168.0,151.0,172.57142857142858
保定,2016-12-10,162.0,122.0,2016,12,10,5,28.0,142.0,149.14285714285714
保定,2016-12-11,208.0,161.0,2016,12,11,6,122.0,168.0,125.14285714285714
保定,2016-12-12,254.0,203.0,2016,12,12,0,161.0,28.0,139.28571428571428
保定,2016-12-13,123.0,91.0,2016,12,13,1,203.0,122.0,130.71428571428572
保定,2016-12-14,80.0,56.0,2016,12,14,2,91.0,161.0,118.42857142857143
保定,2016-12-15,161.0,121.0,2016,12,15,3,56.0,203.0,111.71428571428571
保定,2016-12-16,245.0,194.0,2016,12,16,4,121.0,91.0,135.42857142857142
保定,2016-12-17,313.0,262.0,2016,12,17,5,194.0,56.0,155.42857142857142
保定,2016-12-18,336.0,286.0,2016,12,18,6,262.0,121.0,173.28571428571428
保定,2016-12-19,438.0,408.0,2016,12,19,0,286.0,194.0,202.57142857142858
保定,2016-12-20,350.0,297.0,2016,12,20,1,408.0,262.0,232.0
保定,2016-12-21,432.0,399.0,2016,12,21,2,297.0,286.0,281.0
保定,2016-12-22,369.0,316.0,2016,12,22,3,399.0,408.0,308.85714285714283
保定,2016-12-23,71.0,50.0,2016,12,23,4,316.0,297.0,288.2857142857143
保定,2016-12-24,137.0,103.0,2016,12,24,5,50.0,399.0,265.57142857142856
保定,2016-12-25,221.0,172.0,2016,12,25,6,103.0,316.0,249.28571428571428
保定,2016-12-26,149.0,114.0,2016,12,26,0,172.0,50.0,207.28571428571428
保定,2016-12-27,147.0,111.0,2016,12,27,1,114.0,103.0,180.71428571428572
保定,2016-12-28,197.0,151.0,2016,12,28,2,111.0,172.0,145.28571428571428
保定,2016-12-29,323.0,277.0,2016,12,29,3,151.0,114.0,139.71428571428572
保定,2016-12-30,271.0,221.0,2016,12,30,4,277.0,111.0,164.14285714285714
保定,2016-12-31,380.0,335.0,2016,12,31,5,221.0,151.0,197.28571428571428
保定,2017-01-01,252.0,201.0,2017,1,1,6,335.0,277.0,201.42857142857142
保定,2017-01-02,284.0,232.0,2017,1,2,0,201.0,221.0,218.28571428571428
保定,2017-01-03,349.0,298.0,2017,1,3,1,232.0,335.0,245.0
保定,2017-01-04,279.0,228.0,2017,1,4,2,298.0,201.0,256.0
保定,2017-01-05,263.0,212.0,2017,1,5,3,228.0,232.0,246.71428571428572
保定,2017-01-06,293.0,242.0,2017,1,6,4,212.0,298.0,249.71428571428572
保定,2017-01-07,298.0,247.0,2017,1,7,5,242.0,228.0,237.14285714285714
保定,2017-01-08,224.0,174.0,2017,1,8,6,247.0,212.0,233.28571428571428
保定,2017-01-09,215.0,166.0,2017,1,9,0,174.0,242.0,223.85714285714286
保定,2017-01-10,186.0,147.0,2017,1,10,1,166.0,247.0,202.28571428571428
保定,2017-01-11,231.0,186.0,2017,1,11,2,147.0,174.0,196.28571428571428
保定,2017-01-12,336.0,286.0,2017,1,12,3,186.0,166.0,206.85714285714286
保定,2017-01-13,234.0,196.0,2017,1,13,4,286.0,147.0,200.28571428571428
保定,2017-01-14,195.0,159.0,2017,1,14,5,196.0,186.0,187.71428571428572
保定,2017-01-15,106.0,78.0,2017,1,15,6,159.0,286.0,174.0
保定,2017-01-16,156.0,118.0,2017,1,16,0,78.0,196.0,167.14285714285714
保定,2017-01-17,207.0,161.0,2017,1,17,1,118.0,159.0,169.14285714285714
保定,2017-01-18,233.0,189.0,2017,1,18,2,161.0,78.0,169.57142857142858
保定,2017-01-19,166.0,114.0,2017,1,19,3,189.0,118.0,145.0
保定,2017-01-20,91.0,65.0,2017,1,20,4,114.0,161.0,126.28571428571429
保定,2017-01-21,122.0,88.0,2017,1,21,5,65.0,189.0,116.14285714285714
保定,2017-01-22,111.0,83.0,2017,1,22,6,88.0,114.0,116.85714285714286
保定,2017-01-23,207.0,162.0,2017,1,23,0,83.0,65.0,123.14285714285714
保定,2017-01-24,185.0,142.0,2017,1,24,1,162.0,88.0,120.42857142857143
保定,2017-01-25,314.0,265.0,2017,1,25,2,142.0,83.0,131.28571428571428
保定,2017-01-26,377.0,341.0,2017,1,26,3,265.0,162.0,163.71428571428572
保定,2017-01-27,158.0,146.0,2017,1,27,4,341.0,142.0,175.28571428571428
保定,2017-01-28,476.0,500.0,2017,1,28,5,146.0,265.0,234.14285714285714
保定,2017-01-29,173.0,134.0,2017,1,29,6,500.0,341.0,241.42857142857142
保定,2017-01-30,70.0,50.0,2017,1,30,0,134.0,146.0,225.42857142857142
保定,2017-01-31,154.0,117.0,2017,1,31,1,50.0,500.0,221.85714285714286
保定,2017-02-01,159.0,123.0,2017,2,1,2,117.0,134.0,201.57142857142858
保定,2017-02-02,304.0,253.0,2017,2,2,3,123.0,50.0,189.0
保定,2017-02-03,400.0,360.0,2017,2,3,4,253.0,117.0,219.57142857142858
保定,2017-02-04,311.0,260.0,2017,2,4,5,360.0,123.0,185.28571428571428
保定,2017-02-05,328.0,289.0,2017,2,5,6,260.0,253.0,207.42857142857142
保定,2017-02-06,118.0,89.0,2017,2,6,0,289.0,360.0,213.0
保定,2017-02-07,85.0,62.0,2017,2,7,1,89.0,260.0,205.14285714285714
保定,2017-02-08,135.0,100.0,2017,2,8,2,62.0,289.0,201.85714285714286
保定,2017-02-09,45.0,24.0,2017,2,9,3,100.0,89.0,169.14285714285714
保定,2017-02-10,62.0,38.0,2017,2,10,4,24.0,62.0,123.14285714285714
保定,2017-02-11,216.0,174.0,2017,2,11,5,38.0,100.0,110.85714285714286
保定,2017-02-12,310.0,261.0,2017,2,12,6,174.0,24.0,106.85714285714286
保定,2017-02-13,246.0,201.0,2017,2,13,0,261.0,38.0,122.85714285714286
保定,2017-02-14,338.0,287.0,2017,2,14,1,201.0,174.0,155.0
保定,2017-02-15,324.0,275.0,2017,2,15,2,287.0,261.0,180.0
保定,2017-02-16,238.0,176.0,2017,2,16,3,275.0,201.0,201.71428571428572
保定,2017-02-17,83.0,56.0,2017,2,17,4,176.0,287.0,204.28571428571428
保定,2017-02-18,183.0,139.0,2017,2,18,5,56.0,275.0,199.28571428571428
保定,2017-02-19,217.0,166.0,2017,2,19,6,139.0,176.0,185.71428571428572
保定,2017-02-20,55.0,28.0,2017,2,20,0,166.0,56.0,161.0
保定,2017-02-21,82.0,59.0,2017,2,21,1,28.0,139.0,128.42857142857142
保定,2017-02-22,218.0,173.0,2017,2,22,2,59.0,166.0,113.85714285714286
保定,2017-02-23,150.0,116.0,2017,2,23,3,173.0,28.0,105.28571428571429
保定,2017-02-24,110.0,80.0,2017,2,24,4,116.0,59.0,108.71428571428571
保定,2017-02-25,76.0,49.0,2017,2,25,5,80.0,173.0,95.85714285714286
保定,2017-02-26,82.0,57.0,2017,2,26,6,49.0,116.0,80.28571428571429
保定,2017-02-27,144.0,105.0,2017,2,27,0,57.0,80.0,91.28571428571429
保定,2017-02-28,94.0,66.0,2017,2,28,1,105.0,49.0,92.28571428571429
保定,2017-03-01,75.0,45.0,2017,3,1,2,66.0,57.0,74.0
保定,2017-03-02,76.0,47.0,2017,3,2,3,45.0,105.0,64.14285714285714
保定,2017-03-03,126.0,94.0,2017,3,3,4,47.0,66.0,66.14285714285714
保定,2017-03-04,151.0,114.0,2017,3,4,5,94.0,45.0,75.42857142857143
保定,2017-03-05,124.0,92.0,2017,3,5,6,114.0,47.0,80.42857142857143
保定,2017-03-06,67.0,37.0,2017,3,6,0,92.0,94.0,70.71428571428571
保定,2017-03-07,47.0,23.0,2017,3,7,1,37.0,114.0,64.57142857142857
保定,2017-03-08,48.0,24.0,2017,3,8,2,23.0,92.0,61.57142857142857
保定,2017-03-09,65.0,40.0,2017,3,9,3,24.0,37.0,60.57142857142857
保定,2017-03-10,125.0,92.0,2017,3,10,4,40.0,23.0,60.285714285714285
保定,2017-03-11,164.0,123.0,2017,3,11,5,92.0,24.0,61.57142857142857
保定,2017-03-12,56.0,27.0,2017,3,12,6,123.0,40.0,52.285714285714285
保定,2017-03-13,59.0,34.0,2017,3,13,0,27.0,92.0,51.857142857142854
保定,2017-03-14,78.0,52.0,2017,3,14,1,34.0,123.0,56.0
保定,2017-03-15,117.0,88.0,2017,3,15,2,52.0,27.0,65.14285714285714
保定,2017-03-16,118.0,86.0,2017,3,16,3,88.0,34.0,71.71428571428571
保定,2017-03-17,184.0,141.0,2017,3,17,4,86.0,52.0,78.71428571428571
保定,2017-03-18,259.0,208.0,2017,3,18,5,141.0,88.0,90.85714285714286
保定,2017-03-19,265.0,214.0,2017,3,19,6,208.0,86.0,117.57142857142857
保定,2017-03-20,218.0,169.0,2017,3,20,0,214.0,141.0,136.85714285714286
保定,2017-03-21,87.0,60.0,2017,3,21,1,169.0,208.0,138.0
保定,2017-03-22,183.0,140.0,2017,3,22,2,60.0,214.0,145.42857142857142
保定,2017-03-23,141.0,106.0,2017,3,23,3,140.0,169.0,148.28571428571428
保定,2017-03-24,106.0,79.0,2017,3,24,4,106.0,60.0,139.42857142857142
保定,2017-03-25,92.0,64.0,2017,3,25,5,79.0,140.0,118.85714285714286
保定,2017-03-26,47.0,23.0,2017,3,26,6,64.0,106.0,91.57142857142857
保定,2017-03-27,54.0,30.0,2017,3,27,0,23.0,79.0,71.71428571428571
保定,2017-03-28,90.0,66.0,2017,3,28,1,30.0,64.0,72.57142857142857
保定,2017-03-29,154.0,115.0,2017,3,29,2,66.0,23.0,69.0
保定,2017-03-30,171.0,130.0,2017,3,30,3,115.0,30.0,72.42857142857143
保定,2017-03-31,84.0,56.0,2017,3,31,4,130.0,66.0,69.14285714285714
保定,2017-04-01,70.0,39.0,2017,4,1,5,56.0,115.0,65.57142857142857
保定,2017-04-02,114.0,85.0,2017,4,2,6,39.0,130.0,74.42857142857143
保定,2017-04-03,188.0,144.0,2017,4,3,0,85.0,56.0,90.71428571428571
保定,2017-04-04,126.0,92.0,2017,4,4,1,144.0,39.0,94.42857142857143
保定,2017-04-05,89.0,65.0,2017,4,5,2,92.0,85.0,87.28571428571429
保定,2017-04-06,205.0,159.0,2017,4,6,3,65.0,144.0,91.42857142857143
保定,2017-04-07,185.0,142.0,2017,4,7,4,159.0,92.0,103.71428571428571
保定,2017-04-08,133.0,97.0,2017,4,8,5,142.0,65.0,112.0
保定,2017-04-09,71.0,47.0,2017,4,9,6,97.0,159.0,106.57142857142857
保定,2017-04-10,89.0,63.0,2017,4,10,0,47.0,142.0,95.0
保定,2017-04-11,89.0,54.0,2017,4,11,1,63.0,97.0,89.57142857142857
保定,2017-04-12,111.0,75.0,2017,4,12,2,54.0,47.0,91.0
保定,2017-04-13,87.0,53.0,2017,4,13,3,75.0,63.0,75.85714285714286
保定,2017-04-14,79.0,48.0,2017,4,14,4,53.0,54.0,62.42857142857143
保定,2017-04-15,108.0,72.0,2017,4,15,5,48.0,75.0,58.857142857142854
保定,2017-04-16,103.0,67.0,2017,4,16,6,72.0,53.0,61.714285714285715
保定,2017-04-17,161.0,87.0,2017,4,17,0,67.0,48.0,65.14285714285714
保定,2017-04-18,63.0,23.0,2017,4,18,1,87.0,72.0,60.714285714285715
保定,2017-04-19,111.0,75.0,2017,4,19,2,23.0,67.0,60.714285714285715
保定,2017-04-20,130.0,86.0,2017,4,20,3,75.0,87.0,65.42857142857143
保定,2017-04-21,60.0,25.0,2017,4,21,4,86.0,23.0,62.142857142857146
保定,2017-04-22,83.0,47.0,2017,4,22,5,25.0,75.0,58.57142857142857
保定,2017-04-23,85.0,49.0,2017,4,23,6,47.0,86.0,56.0
保定,2017-04-24,86.0,55.0,2017,4,24,0,49.0,25.0,51.42857142857143
保定,2017-04-25,59.0,27.0,2017,4,25,1,55.0,47.0,52.0
保定,2017-04-26,72.0,37.0,2017,4,26,2,27.0,49.0,46.57142857142857
保定,2017-04-27,66.0,31.0,2017,4,27,3,37.0,55.0,38.714285714285715
保定,2017-04-28,77.0,39.0,2017,4,28,4,31.0,27.0,40.714285714285715
保定,2017-04-29,85.0,46.0,2017,4,29,5,39.0,37.0,40.57142857142857
保定,2017-04-30,131.0,50.0,2017,4,30,6,46.0,31.0,40.714285714285715
保定,2017-05-01,99.0,48.0,2017,5,1,0,50.0,39.0,39.714285714285715
保定,2017-05-02,102.0,63.0,2017,5,2,1,48.0,46.0,44.857142857142854
保定,2017-05-03,81.0,53.0,2017,5,3,2,63.0,50.0,47.142857142857146
保定,2017-05-04,348.0,230.0,2017,5,4,3,53.0,48.0,75.57142857142857
保定,2017-05-05,273.0,142.0,2017,5,5,4,230.0,63.0,90.28571428571429
保定,2017-05-06,94.0,37.0,2017,5,6,5,142.0,53.0,89.0
保定,2017-05-07,86.0,45.0,2017,5,7,6,37.0,230.0,88.28571428571429
保定,2017-05-08,145.0,102.0,2017,5,8,0,45.0,142.0,96.0
保定,2017-05-09,82.0,41.0,2017,5,9,1,102.0,37.0,92.85714285714286
保定,2017-05-10,103.0,63.0,2017,5,10,2,41.0,45.0,94.28571428571429
保定,2017-05-11,105.0,49.0,2017,5,11,3,63.0,102.0,68.42857142857143
保定,2017-05-12,115.0,40.0,2017,5,12,4,49.0,41.0,53.857142857142854
保定,2017-05-13,86.0,32.0,2017,5,13,5,40.0,63.0,53.142857142857146
保定,2017-05-14,76.0,35.0,2017,5,14,6,32.0,49.0,51.714285714285715
保定,2017-05-15,86.0,40.0,2017,5,15,0,35.0,40.0,42.857142857142854
保定,2017-05-16,98.0,53.0,2017,5,16,1,40.0,32.0,44.57142857142857
保定,2017-05-17,112.0,77.0,2017,5,17,2,53.0,35.0,46.57142857142857
保定,2017-05-18,175.0,114.0,2017,5,18,3,77.0,40.0,55.857142857142854
保定,2017-05-19,138.0,84.0,2017,5,19,4,114.0,53.0,62.142857142857146
保定,2017-05-20,119.0,74.0,2017,5,20,5,84.0,77.0,68.14285714285714
保定,2017-05-21,127.0,78.0,2017,5,21,6,74.0,114.0,74.28571428571429
保定,2017-05-22,79.0,58.0,2017,5,22,0,78.0,84.0,76.85714285714286
保定,2017-05-23,62.0,27.0,2017,5,23,1,58.0,74.0,73.14285714285714
保定,2017-05-24,69.0,30.0,2017,5,24,2,27.0,78.0,66.42857142857143
保定,2017-05-25,78.0,30.0,2017,5,25,3,30.0,58.0,54.42857142857143
保定,2017-05-26,106.0,51.0,2017,5,26,4,30.0,27.0,49.714285714285715
保定,2017-05-27,153.0,97.0,2017,5,27,5,51.0,30.0,53.0
保定,2017-05-28,187.0,112.0,2017,5,28,6,97.0,30.0,57.857142857142854
保定,2017-05-29,105.0,46.0,2017,5,29,0,112.0,51.0,56.142857142857146
保定,2017-05-30,79.0,47.0,2017,5,30,1,46.0,97.0,59.0
保定,2017-05-31,87.0,42.0,2017,5,31,2,47.0,112.0,60.714285714285715
保定,2017-06-01,100.0,41.0,2017,6,1,3,42.0,46.0,62.285714285714285
保定,2017-06-02,73.0,35.0,2017,6,2,4,41.0,47.0,60.0
保定,2017-06-03,65.0,27.0,2017,6,3,5,35.0,42.0,50.0
保定,2017-06-04,109.0,54.0,2017,6,4,6,27.0,41.0,41.714285714285715
保定,2017-06-05,112.0,77.0,2017,6,5,0,54.0,35.0,46.142857142857146
保定,2017-06-06,60.0,39.0,2017,6,6,1,77.0,27.0,45.0
保定,2017-06-07,95.0,54.0,2017,6,7,2,39.0,54.0,46.714285714285715
保定,2017-06-08,98.0,48.0,2017,6,8,3,54.0,77.0,47.714285714285715
保定,2017-06-09,107.0,42.0,2017,6,9,4,48.0,39.0,48.714285714285715
保定,2017-06-10,77.0,31.0,2017,6,10,5,42.0,54.0,49.285714285714285
保定,2017-06-11,98.0,37.0,2017,6,11,6,31.0,48.0,46.857142857142854
保定,2017-06-12,94.0,51.0,2017,6,12,0,37.0,42.0,43.142857142857146
保定,2017-06-13,89.0,52.0,2017,6,13,1,51.0,31.0,45.0
保定,2017-06-14,122.0,67.0,2017,6,14,2,52.0,37.0,46.857142857142854
保定,2017-06-15,152.0,57.0,2017,6,15,3,67.0,51.0,48.142857142857146
保定,2017-06-16,154.0,81.0,2017,6,16,4,57.0,52.0,53.714285714285715
保定,2017-06-17,146.0,87.0,2017,6,17,5,81.0,67.0,61.714285714285715
保定,2017-06-18,130.0,65.0,2017,6,18,6,87.0,57.0,65.71428571428571
保定,2017-06-19,135.0,67.0,2017,6,19,0,65.0,81.0,68.0
保定,2017-06-20,115.0,55.0,2017,6,20,1,67.0,87.0,68.42857142857143
保定,2017-06-21,127.0,70.0,2017,6,21,2,55.0,65.0,68.85714285714286
保定,2017-06-22,62.0,40.0,2017,6,22,3,70.0,67.0,66.42857142857143
保定,2017-06-23,62.0,28.0,2017,6,23,4,40.0,55.0,58.857142857142854
保定,2017-06-24,62.0,26.0,2017,6,24,5,28.0,70.0,50.142857142857146
保定,2017-06-25,107.0,50.0,2017,6,25,6,26.0,40.0,48.0
保定,2017-06-26,94.0,35.0,2017,6,26,0,50.0,28.0,43.42857142857143
保定,2017-06-27,140.0,68.0,2017,6,27,1,35.0,26.0,45.285714285714285
保定,2017-06-28,141.0,63.0,2017,6,28,2,68.0,50.0,44.285714285714285
保定,2017-06-29,118.0,49.0,2017,6,29,3,63.0,35.0,45.57142857142857
保定,2017-06-30,135.0,67.0,2017,6,30,4,49.0,68.0,51.142857142857146
保定,2017-07-01,136.0,72.0,2017,7,1,5,67.0,63.0,57.714285714285715
保定,2017-07-02,143.0,85.0,2017,7,2,6,72.0,49.0,62.714285714285715
保定,2017-07-03,114.0,58.0,2017,7,3,0,85.0,67.0,66.0
保定,2017-07-04,79.0,33.0,2017,7,4,1,58.0,72.0,61.0
保定,2017-07-05,108.0,65.0,2017,7,5,2,33.0,85.0,61.285714285714285
保定,2017-07-06,76.0,52.0,2017,7,6,3,65.0,58.0,61.714285714285715
保定,2017-07-07,87.0,46.0,2017,7,7,4,52.0,33.0,58.714285714285715
保定,2017-07-08,122.0,48.0,2017,7,8,5,46.0,65.0,55.285714285714285
保定,2017-07-09,137.0,73.0,2017,7,9,6,48.0,52.0,53.57142857142857
保定,2017-07-10,81.0,31.0,2017,7,10,0,73.0,46.0,49.714285714285715
保定,2017-07-11,123.0,45.0,2017,7,11,1,31.0,48.0,51.42857142857143
保定,2017-07-12,117.0,48.0,2017,7,12,2,45.0,73.0,49.0
保定,2017-07-13,104.0,56.0,2017,7,13,3,48.0,31.0,49.57142857142857
保定,2017-07-14,100.0,35.0,2017,7,14,4,56.0,45.0,48.0
保定,2017-07-15,90.0,40.0,2017,7,15,5,35.0,48.0,46.857142857142854
保定,2017-07-16,85.0,52.0,2017,7,16,6,40.0,56.0,43.857142857142854
保定,2017-07-17,79.0,47.0,2017,7,17,0,52.0,35.0,46.142857142857146
保定,2017-07-18,87.0,56.0,2017,7,18,1,47.0,40.0,47.714285714285715
保定,2017-07-19,84.0,59.0,2017,7,19,2,56.0,52.0,49.285714285714285
保定,2017-07-20,114.0,82.0,2017,7,20,3,59.0,47.0,53.0
保定,2017-07-21,55.0,38.0,2017,7,21,4,82.0,56.0,53.42857142857143
保定,2017-07-22,51.0,34.0,2017,7,22,5,38.0,59.0,52.57142857142857
保定,2017-07-23,85.0,62.0,2017,7,23,6,34.0,82.0,54.0
保定,2017-07-24,87.0,61.0,2017,7,24,0,62.0,38.0,56.0
保定,2017-07-25,60.0,41.0,2017,7,25,1,61.0,34.0,53.857142857142854
保定,2017-07-26,62.0,43.0,2017,7,26,2,41.0,62.0,51.57142857142857
保定,2017-07-27,87.0,64.0,2017,7,27,3,43.0,61.0,49.0
保定,2017-07-28,78.0,56.0,2017,7,28,4,64.0,41.0,51.57142857142857
保定,2017-07-29,59.0,32.0,2017,7,29,5,56.0,43.0,51.285714285714285
保定,2017-07-30,100.0,60.0,2017,7,30,6,32.0,64.0,51.0
保定,2017-07-31,128.0,90.0,2017,7,31,0,60.0,56.0,55.142857142857146
保定,2017-08-01,104.0,78.0,2017,8,1,1,90.0,32.0,60.42857142857143
保定,2017-08-02,58.0,39.0,2017,8,2,2,78.0,60.0,59.857142857142854
保定,2017-08-03,65.0,41.0,2017,8,3,3,39.0,90.0,56.57142857142857
保定,2017-08-04,104.0,57.0,2017,8,4,4,41.0,78.0,56.714285714285715
保定,2017-08-05,65.0,36.0,2017,8,5,5,57.0,39.0,57.285714285714285
保定,2017-08-06,98.0,50.0,2017,8,6,6,36.0,41.0,55.857142857142854
保定,2017-08-07,76.0,31.0,2017,8,7,0,50.0,57.0,47.42857142857143
保定,2017-08-08,133.0,63.0,2017,8,8,1,31.0,36.0,45.285714285714285
保定,2017-08-09,94.0,35.0,2017,8,9,2,63.0,50.0,44.714285714285715
保定,2017-08-10,104.0,59.0,2017,8,10,3,35.0,31.0,47.285714285714285
保定,2017-08-11,111.0,83.0,2017,8,11,4,59.0,63.0,51.0
保定,2017-08-12,77.0,45.0,2017,8,12,5,83.0,35.0,52.285714285714285
保定,2017-08-13,68.0,43.0,2017,8,13,6,45.0,59.0,51.285714285714285
保定,2017-08-14,68.0,36.0,2017,8,14,0,43.0,83.0,52.0
保定,2017-08-15,73.0,46.0,2017,8,15,1,36.0,45.0,49.57142857142857
保定,2017-08-16,100.0,55.0,2017,8,16,2,46.0,43.0,52.42857142857143
保定,2017-08-17,76.0,37.0,2017,8,17,3,55.0,36.0,49.285714285714285
保定,2017-08-18,75.0,49.0,2017,8,18,4,37.0,46.0,44.42857142857143
保定,2017-08-19,60.0,42.0,2017,8,19,5,49.0,55.0,44.0
保定,2017-08-20,91.0,55.0,2017,8,20,6,42.0,37.0,45.714285714285715
保定,2017-08-21,103.0,68.0,2017,8,21,0,55.0,49.0,50.285714285714285
保定,2017-08-22,93.0,68.0,2017,8,22,1,68.0,42.0,53.42857142857143
保定,2017-08-23,86.0,47.0,2017,8,23,2,68.0,55.0,52.285714285714285
保定,2017-08-24,68.0,36.0,2017,8,24,3,47.0,68.0,52.142857142857146
保定,2017-08-25,69.0,29.0,2017,8,25,4,36.0,68.0,49.285714285714285
保定,2017-08-26,56.0,28.0,2017,8,26,5,29.0,47.0,47.285714285714285
保定,2017-08-27,44.0,17.0,2017,8,27,6,28.0,36.0,41.857142857142854
保定,2017-08-28,55.0,32.0,2017,8,28,0,17.0,29.0,36.714285714285715
保定,2017-08-29,64.0,41.0,2017,8,29,1,32.0,28.0,32.857142857142854
保定,2017-08-30,60.0,31.0,2017,8,30,2,41.0,17.0,30.571428571428573
保定,2017-08-31,127.0,95.0,2017,8,31,3,31.0,32.0,39.0
保定,2017-09-01,177.0,133.0,2017,9,1,4,95.0,41.0,53.857142857142854
保定,2017-09-02,109.0,75.0,2017,9,2,5,133.0,31.0,60.57142857142857
保定,2017-09-03,94.0,67.0,2017,9,3,6,75.0,95.0,67.71428571428571
保定,2017-09-04,111.0,77.0,2017,9,4,0,67.0,133.0,74.14285714285714
保定,2017-09-05,116.0,87.0,2017,9,5,1,77.0,75.0,80.71428571428571
保定,2017-09-06,151.0,96.0,2017,9,6,2,87.0,67.0,90.0
保定,2017-09-07,137.0,85.0,2017,9,7,3,96.0,77.0,88.57142857142857
保定,2017-09-08,128.0,95.0,2017,9,8,4,85.0,87.0,83.14285714285714
保定,2017-09-09,172.0,117.0,2017,9,9,5,95.0,96.0,89.14285714285714
保定,2017-09-10,94.0,62.0,2017,9,10,6,117.0,85.0,88.42857142857143
保定,2017-09-11,81.0,45.0,2017,9,11,0,62.0,95.0,83.85714285714286
保定,2017-09-12,87.0,47.0,2017,9,12,1,45.0,117.0,78.14285714285714
保定,2017-09-13,121.0,71.0,2017,9,13,2,47.0,62.0,74.57142857142857
保定,2017-09-14,104.0,52.0,2017,9,14,3,71.0,45.0,69.85714285714286
保定,2017-09-15,80.0,41.0,2017,9,15,4,52.0,47.0,62.142857142857146
保定,2017-09-16,127.0,96.0,2017,9,16,5,41.0,71.0,59.142857142857146
保定,2017-09-17,85.0,46.0,2017,9,17,6,96.0,52.0,56.857142857142854
保定,2017-09-18,93.0,42.0,2017,9,18,0,46.0,41.0,56.42857142857143
保定,2017-09-19,67.0,27.0,2017,9,19,1,42.0,96.0,53.57142857142857
保定,2017-09-20,81.0,27.0,2017,9,20,2,27.0,46.0,47.285714285714285
保定,2017-09-21,116.0,58.0,2017,9,21,3,27.0,42.0,48.142857142857146
保定,2017-09-22,93.0,37.0,2017,9,22,4,58.0,27.0,47.57142857142857
保定,2017-09-23,123.0,57.0,2017,9,23,5,37.0,27.0,42.0
保定,2017-09-24,125.0,79.0,2017,9,24,6,57.0,58.0,46.714285714285715
保定,2017-09-25,115.0,79.0,2017,9,25,0,79.0,37.0,52.0
保定,2017-09-26,102.0,70.0,2017,9,26,1,79.0,57.0,58.142857142857146
保定,2017-09-27,48.0,21.0,2017,9,27,2,70.0,79.0,57.285714285714285
保定,2017-09-28,52.0,25.0,2017,9,28,3,21.0,79.0,52.57142857142857
保定,2017-09-29,92.0,60.0,2017,9,29,4,25.0,70.0,55.857142857142854
保定,2017-09-30,156.0,119.0,2017,9,30,5,60.0,21.0,64.71428571428571
保定,2017-10-01,148.0,101.0,2017,10,1,6,119.0,25.0,67.85714285714286
保定,2017-10-02,57.0,24.0,2017,10,2,0,101.0,60.0,60.0
保定,2017-10-03,53.0,29.0,2017,10,3,1,24.0,119.0,54.142857142857146
保定,2017-10-05,70.0,49.0,2017,10,5,3,29.0,101.0,58.142857142857146
保定,2017-10-06,77.0,55.0,2017,10,6,4,49.0,24.0,62.42857142857143
保定,2017-10-07,111.0,83.0,2017,10,7,5,55.0,29.0,65.71428571428571
保定,2017-10-08,82.0,59.0,2017,10,8,6,83.0,49.0,57.142857142857146
保定,2017-10-09,34.0,21.0,2017,10,9,0,59.0,55.0,45.714285714285715
保定,2017-10-10,29.0,10.0,2017,10,10,1,21.0,83.0,43.714285714285715
保定,2017-10-11,35.0,23.0,2017,10,11,2,10.0,59.0,42.857142857142854
保定,2017-10-12,70.0,50.0,2017,10,12,3,23.0,21.0,43.0
保定,2017-10-13,89.0,65.0,2017,10,13,4,50.0,10.0,44.42857142857143
保定,2017-10-14,57.0,36.0,2017,10,14,5,65.0,23.0,37.714285714285715
保定,2017-10-15,86.0,61.0,2017,10,15,6,36.0,50.0,38.0
保定,2017-10-16,113.0,84.0,2017,10,16,0,61.0,65.0,47.0
保定,2017-10-17,102.0,76.0,2017,10,17,1,84.0,36.0,56.42857142857143
保定,2017-10-18,99.0,74.0,2017,10,18,2,76.0,61.0,63.714285714285715
保定,2017-10-19,97.0,71.0,2017,10,19,3,74.0,84.0,66.71428571428571
保定,2017-10-20,126.0,94.0,2017,10,20,4,71.0,76.0,70.85714285714286
保定,2017-10-21,124.0,87.0,2017,10,21,5,94.0,74.0,78.14285714285714
保定,2017-10-22,53.0,32.0,2017,10,22,6,87.0,71.0,74.0
保定,2017-10-23,68.0,47.0,2017,10,23,0,32.0,94.0,68.71428571428571
保定,2017-10-24,103.0,76.0,2017,10,24,1,47.0,87.0,68.71428571428571
保定,2017-10-25,135.0,102.0,2017,10,25,2,76.0,32.0,72.71428571428571
保定,2017-10-26,170.0,128.0,2017,10,26,3,102.0,47.0,80.85714285714286
